cost_center,cost_center_name,company_code,division_id,division_name,department_id,department_name,parent_id,hierarchy_level,is_overhead,valid_from,valid_to,manager_user_id
CC-40-1008,Thermal Control,NS40,NS40-ENG,Engineering,NS40-ENG-03,Structures & Thermal,NS40-ENG-03,3,false,2023-01-01,9999-12-31,USR-919905
CC-40-1009,Mechanisms,NS40,NS40-ENG,Engineering,NS40-ENG-03,Structures & Thermal,NS40-ENG-03,3,false,2023-01-01,9999-12-31,USR-098A05
CC-40-1010,Systems Design 2,NS40,NS40-ENG,Engineering,NS40-ENG-03,Structures & Thermal,NS40-ENG-03,3,false,2023-01-01,9999-12-31,USR-3D53A8
CC-40-1011,Requirements & V&V 2,NS40,NS40-ENG,Engineering,NS40-ENG-03,Structures & Thermal,NS40-ENG-03,3,false,2023-01-01,9999-12-31,USR-098A05
CC-40-1012,Cleanroom AIT,NS40,NS40-MFG,Manufacturing,NS40-MFG-01,Assembly Integration & Test,NS40-MFG-01,3,false,2023-01-01,9999-12-31,USR-CBFDE0
CC-40-1013,Environmental Test,NS40,NS40-MFG,Manufacturing,NS40-MFG-01,Assembly Integration & Test,NS40-MFG-01,3,false,2023-01-01,9999-12-31,USR-23C6D1
CC-40-1014,Harness Manufacturing,NS40,NS40-MFG,Manufacturing,NS40-MFG-01,Assembly Integration & Test,NS40-MFG-01,3,false,2023-01-01,9999-12-31,USR-6F6A5C
CC-40-1015,CNC Machining,NS40,NS40-MFG,Manufacturing,NS40-MFG-01,Assembly Integration & Test,NS40-MFG-01,3,false,2023-01-01,9999-12-31,USR-757B81
CC-40-1016,Composite Layup,NS40,NS40-MFG,Manufacturing,NS40-MFG-02,Machining & Composites,NS40-MFG-02,3,false,2023-01-01,9999-12-31,USR-CE0DDE
CC-40-1017,Surface Treatment,NS40,NS40-MFG,Manufacturing,NS40-MFG-02,Machining & Composites,NS40-MFG-02,3,false,2023-01-01,9999-12-31,USR-332D2F
CC-40-1018,Cleanroom AIT 2,NS40,NS40-MFG,Manufacturing,NS40-MFG-02,Machining & Composites,NS40-MFG-02,3,false,2023-01-01,9999-12-31,USR-098A05
CC-40-1019,Environmental Test 2,NS40,NS40-MFG,Manufacturing,NS40-MFG-02,Machining & Composites,NS40-MFG-02,3,false,2023-01-01,9999-12-31,USR-D7791E
CC-40-1020,Programme Office,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-01,Programme Management,NS40-PRG-01,3,false,2023-01-01,9999-12-31,USR-332D2F
CC-40-1021,Planning & Scheduling,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-01,Programme Management,NS40-PRG-01,3,false,2023-01-01,9999-12-31,USR-AEB806
CC-40-1022,Risk Management,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-01,Programme Management,NS40-PRG-01,3,false,2023-01-01,9999-12-31,USR-6F6A5C
CC-40-1023,Configuration Control,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-01,Programme Management,NS40-PRG-01,3,false,2023-01-01,9999-12-31,USR-3ED7DA
CC-40-1024,Product Assurance,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-02,Configuration & Quality,NS40-PRG-02,3,false,2023-01-01,9999-12-31,USR-6F6A5C
CC-40-1025,Quality Inspection,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-02,Configuration & Quality,NS40-PRG-02,3,false,2023-01-01,9999-12-31,USR-6331C8
CC-40-1026,Procurement,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-02,Configuration & Quality,NS40-PRG-02,3,false,2023-01-01,9999-12-31,USR-D7791E
CC-40-1027,Supplier Development,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-03,Supply Chain,NS40-PRG-03,3,false,2023-01-01,9999-12-31,USR-816F69
CC-40-1028,Logistics,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-03,Supply Chain,NS40-PRG-03,3,false,2023-01-01,9999-12-31,USR-8E3EE1
CC-40-1029,Programme Office 2,NS40,NS40-PRG,Programmes & Projects,NS40-PRG-03,Supply Chain,NS40-PRG-03,3,false,2023-01-01,9999-12-31,USR-49CFDE
CC-40-1030,Mission Control,NS40,NS40-OPS,Operations & Ground,NS40-OPS-01,Ground Segment Operations,NS40-OPS-01,3,false,2023-01-01,9999-12-31,USR-C7DDDB
CC-40-1031,Ground Station Network,NS40,NS40-OPS,Operations & Ground,NS40-OPS-01,Ground Segment Operations,NS40-OPS-01,3,false,2023-01-01,9999-12-31,USR-098A05
CC-40-1032,Flight Dynamics,NS40,NS40-OPS,Operations & Ground,NS40-OPS-01,Ground Segment Operations,NS40-OPS-01,3,false,2023-01-01,9999-12-31,USR-CE0509
CC-40-1033,Launch Site Support,NS40,NS40-OPS,Operations & Ground,NS40-OPS-01,Ground Segment Operations,NS40-OPS-01,3,false,2023-01-01,9999-12-31,USR-49CFDE
CC-40-1034,Transport & Handling,NS40,NS40-OPS,Operations & Ground,NS40-OPS-02,Launch Campaign Support,NS40-OPS-02,3,false,2023-01-01,9999-12-31,USR-1D51D7
CC-40-1035,Mission Control 2,NS40,NS40-OPS,Operations & Ground,NS40-OPS-02,Launch Campaign Support,NS40-OPS-02,3,false,2023-01-01,9999-12-31,USR-757B81
CC-40-1036,Ground Station Network 2,NS40,NS40-OPS,Operations & Ground,NS40-OPS-02,Launch Campaign Support,NS40-OPS-02,3,false,2023-01-01,9999-12-31,USR-23C6D1
CC-40-1037,Financial Accounting,NS40,NS40-COR,Corporate Functions,NS40-COR-01,Finance & Controlling,NS40-COR-01,3,true,2023-01-01,9999-12-31,USR-1D51D7
CC-40-1038,Management Control,NS40,NS40-COR,Corporate Functions,NS40-COR-01,Finance & Controlling,NS40-COR-01,3,true,2023-01-01,9999-12-31,USR-01E27E
CC-40-1039,Treasury,NS40,NS40-COR,Corporate Functions,NS40-COR-01,Finance & Controlling,NS40-COR-01,3,true,2023-01-01,9999-12-31,USR-E5E912
CC-40-1040,HR Operations,NS40,NS40-COR,Corporate Functions,NS40-COR-01,Finance & Controlling,NS40-COR-01,3,true,2023-01-01,9999-12-31,USR-3ED7DA
CC-40-1041,Talent & Training,NS40,NS40-COR,Corporate Functions,NS40-COR-02,Human Resources,NS40-COR-02,3,true,2023-01-01,9999-12-31,USR-6F6A5C
CC-40-1042,IT Infrastructure,NS40,NS40-COR,Corporate Functions,NS40-COR-02,Human Resources,NS40-COR-02,3,true,2023-01-01,9999-12-31,USR-A302D2
CC-40-1043,Business Applications,NS40,NS40-COR,Corporate Functions,NS40-COR-02,Human Resources,NS40-COR-02,3,true,2023-01-01,9999-12-31,USR-6331C8
CC-40-1044,Cyber Security,NS40,NS40-COR,Corporate Functions,NS40-COR-03,IT & Digital,NS40-COR-03,3,true,2023-01-01,9999-12-31,USR-1D51D7
CC-40-1045,Financial Accounting 2,NS40,NS40-COR,Corporate Functions,NS40-COR-03,IT & Digital,NS40-COR-03,3,true,2023-01-01,9999-12-31,USR-6331C8
CC-40-1046,Management Control 2,NS40,NS40-COR,Corporate Functions,NS40-COR-03,IT & Digital,NS40-COR-03,3,true,2023-01-01,9999-12-31,USR-A302D2
CC-40-1047,Treasury 2,NS40,NS40-COR,Corporate Functions,NS40-COR-03,IT & Digital,NS40-COR-03,3,true,2023-01-01,9999-12-31,USR-C973E0
